ID,Nome do Experimento,Área de Conhecimento,Grupo da Área,Status,Português,Inglês,Espanhol,Web,Android,iOS,Link
459,Solução Oral de Paracetamol,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=459
460,Xarope Simples e Composto,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=460
461,Xarope Sugar Free e Xarope de Cetirizine,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=461
462,Pó Antiácido Efervescente,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=462
463,Talco Desodorante e Antisséptico para os Pés,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=463
464,Granulado de Dipirona Sódica,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=464
465,Cápsulas de Guaraná em Pó,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=465
466,Cápsulas de Ácido Mefenâmico,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=466
467,Termoterapia: Hipertermoterapia,SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=467
468,Termoterapia: Hipotermoterapia,SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=468
469,Ultrassom Terapêutico (US),SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=469
470,Fototerapia: Laser e LED,SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=470
471,Eletroterapia: Correntes de Baixa Frequência,SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=471
472,Eletroterapia: Correntes de Média Frequência,SAÚDE,ELETROTERMOFOTOTERAPIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=472
473,Calibração de Vidrarias Volumétricas,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=473
474,Determinação de Cálcio em Leite em Pó,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=474
475,Determinação de Cloreto de Sódio em Soro Fisiológico,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=475
476,Determinação de Peróxido de Hidrogênio em Água Oxigenada Comercial,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=476
477,Determinação do Teor de Hidróxido de Magnésio no Leite de Magnésia e Ácido Acetilsalicílico,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=477
478,Preparação e Padronização de Solução Padrão (Ácida e Básica),SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=478
479,Processos Fermentativos,SAÚDE,BIOTECNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=479
480,Aplicações Enzimáticas em Biotecnologia,SAÚDE,BIOTECNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=480
481,Metrologia Dimensional: Micrômetro,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=481
482,Metrologia Dimensional: Paquímetro,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. MECÂNICA E PRODUÇÃO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=482
483,Filos Porifera e Cnidaria,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=483
484,"Platelmintos, Quetognatos, Anelídeos e Nematoda",SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=484
485,"Mollusca (Gastrópodes, Bivalves e Cefalópodes)",SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=485
486,Artrópodes (Chelicerata e Crustacea),SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=486
487,"Hexápodes (Dípteros, Coleópteros, Lepidópteros e Hemípteros)",SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=487
488,Seres Deuterostomados,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=488
489,Movimentos da Coluna Cervical,SAÚDE,MOVIMENTO FUNCIONAL HUMANO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=489
490,Movimentos da Articulação Glenoumeral,SAÚDE,MOVIMENTO FUNCIONAL HUMANO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=490
491,Fases da Marcha Humana,SAÚDE,MOVIMENTO FUNCIONAL HUMANO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=491
492,Parâmetros Espaciais com Relação ao Pé Durante a Marcha,SAÚDE,MOVIMENTO FUNCIONAL HUMANO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=492
493,Movimentos da Articulação do Quadril,SAÚDE,MOVIMENTO FUNCIONAL HUMANO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=493
494,Avaliação da Composição Corporal – Antropometria,SAÚDE,NUTRIÇÃO MATERNO INFANTIL / AVALIAÇÃO NUTRICIONAL,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=494
495,Reações e Alterações de Alimentos: Reação de Maillard,SAÚDE,BROMATOLOGIA / TECNOLOGIA DE ALIMENTOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=495
496,Métodos de Conservação dos Alimentos: Classificação dos Métodos de Conservação dos Alimentos,SAÚDE,BROMATOLOGIA / TECNOLOGIA DE ALIMENTOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=496
497,Métodos de Conservação dos Alimentos: Secagem de Frutas,SAÚDE,BROMATOLOGIA / TECNOLOGIA DE ALIMENTOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=497
498,Processos de Transformação de Alimentos: Identificação de Operações de Transformação,SAÚDE,BROMATOLOGIA / TECNOLOGIA DE ALIMENTOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=498
499,Extração e Purificação de DNA e RNA,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=499
500,Anatomia - Sistema Locomotor,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=500
501,Anatomia - Sistema Cardiorrespiratório,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=501
502,Anatomia - Sistema Digestório,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=502
503,Anatomia - Sistema Urinário ,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=503
504,Anatomia - Sistema Reprodutor Masculino,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=504
505,Anatomia - Sistema Nervoso Central,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=505
506,Anatomia - Sistema Reprodutor Feminino,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=506
507,Sistema Locomotor com Modelos mais Leves,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=507
508,Radiografia dos Membros Superiores,SAÚDE,RADIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=508
509,Radiografia dos Membros Inferiores,SAÚDE,RADIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=509
510,Reação em Cadeia da Polimerase - PCR,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=510
511,RT-PCR,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=511
512,Radiografia de Cabeça e Tronco,SAÚDE,RADIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=512
513,ELISA para Detecção de Doenças Virais (HIV),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=513
514,Cariótipo,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=514
515,Método de Hoffmann,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=515
516,Etanol 70% e Lavagem das Mãos,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=516
517,Método de Faust,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=517
518,Hibridização,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=518
519,Método de Kato-Katz,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=519
520,Método de Willis,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=520
521,Método de Rugai,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=521
522,Método Direto a Fresco,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=522
523,Visualização de Células Sanguíneas,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=523
524,Equipamentos e Vidrarias Laboratoriais,SAÚDE,ANÁLISES CLÍNICAS E BIOSSEGURANÇA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=524
525,Microscopia de Luz,SAÚDE,ANÁLISES CLÍNICAS E BIOSSEGURANÇA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=525
526,Mapa de Riscos,SAÚDE,ANÁLISES CLÍNICAS E BIOSSEGURANÇA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=526
527,Coleta de Sangue Venoso,SAÚDE,ANÁLISES CLÍNICAS E BIOSSEGURANÇA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=527
528,Análise Macroscópica de Fezes,SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=528
529,Síntese da 4-Nitroanilina,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=529
530,Oxidação do Etanol com Dicromato de Potássio e Permanganato de Potássio,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=530
531,Síntese do Ácido Acetilsalicílico,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=531
532,Síntese do Salicilato de Metila,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=532
533,Tipos de Semeadura e Urinocultura,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=533
534,Antibiograma,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=534
535,Identificação da Qualidade de Chás Medicinais,SAÚDE,FARMACOBOTÂNICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=535
536,Identificação de Monocotiledôneas e Eudicotiledôneas,SAÚDE,FARMACOBOTÂNICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=536
537,Anatomia de Raiz,SAÚDE,FARMACOBOTÂNICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=537
538,Anatomia de Caule,SAÚDE,FARMACOBOTÂNICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=538
539,Anatomia de Folha,SAÚDE,FARMACOBOTÂNICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=539
540,Comprovação da Lei de Hess,SAÚDE,FÍSICO-QUÍMICA APLICADA À FARMÁCIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=540
541,Classificação das Reações Químicas: Endotérmicas e Exotérmicas,SAÚDE,FÍSICO-QUÍMICA APLICADA À FARMÁCIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=541
542,Determinação da Capacidade Calorífica Frasco Dewar e Determinação do Calor de Neutralização do NaOH,SAÚDE,FÍSICO-QUÍMICA APLICADA À FARMÁCIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=542
543,Fatores que Influenciam na Velocidade de uma Reação Química,SAÚDE,FÍSICO-QUÍMICA APLICADA À FARMÁCIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=543
544,Princípio de Le Chatelier e Equilíbrio Químico,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=544
545,Regras de Solubilidade,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=545
546,Reações de Óxido-Redução: Titulação do Ácido Ascórbico,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=546
547,Sistema Reprodutor Feminino e Masculino,SAÚDE,HISTOLOGIA E EMBRIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=547
548,Tecido Epitelial de Revestimento e Conjuntivo,SAÚDE,HISTOLOGIA E EMBRIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=548
549,Observação em Lâminas Permanentes de Tecido Muscular e Nervoso,SAÚDE,HISTOLOGIA E EMBRIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=549
550,Dípteros (Culex Sp.),SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=550
551,Protozoário (Amoeba Proteus),SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=551
552,Platelmintos (Schistosoma Mansoni),SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=552
553,Platelmintos (Taenia Sp.),SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=553
554,Nematelmintos (Ascaris Lumbricoides),SAÚDE,PARASITOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=554
555,Preparação da Pele para Maquiagem,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=555
556,Maquiagem Festa,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=556
557,Microcultivo de Bolores (Aspergillus Sp.) ,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=557
558,Microcultivo de Bolores (Penicillium Sp.) ,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=558
559,Cultura de Leveduras (Cryptococcus Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=559
560,Cultura de Leveduras (Candida Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=560
561,Macroscopia e Microscopia de Fungos Filamentosos (Fusarium Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=561
562,Macroscopia e Microscopia de Fungos Filamentosos (Aspergillus Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=562
563,Macroscopia e Microscopia de Fungos Filamentosos (Penicillium Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=563
564,Macroscopia e Microscopia de Fungos Leveduriformes (Cryptococcus Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=564
565,Macroscopia e Microscopia de Fungos Leveduriformes (Candida Sp.),SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=565
566,Método de Faust e Willis,SAÚDE,PARASITOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=566
567,Exame Direto a Fresco e Exame de Sedimentação Espontânea - Método de Hoffmann,SAÚDE,PARASITOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=567
568,Peso Médio de Comprimidos,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=568
569,Ensaio de Friabilidade em Comprimidos,SAÚDE,QUÍMICA FARMACÊUTICA APLICADA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=569
570,Análises de Restrição,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=570
571,Transformação de Bactérias Competentes,SAÚDE,BIOLOGIA MOLECULAR / GENÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=571
572,Homicídio,SAÚDE,BIOLOGIA FORENSE,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=572
573,VDRL,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=573
574,Imunocromatografia de IGG e IGM para Toxoplasmose,SAÚDE,MICROBIOLOGIA E IMUNOLOGIA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=574
