ID,Nome do Experimento,Área de Conhecimento,Grupo da Área,Status,Português,Inglês,Espanhol,Web,Android,iOS,Link
973,Portas Lógicas Digitais Básicas,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=973
974,Portas Lógicas Digitais Secundárias,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=974
975,Circuitos Lógicos Digitais,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Não,Não,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=975
976,Transformador,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=976
977,Motor Monofásico,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=977
978,Motor Trifasico 6 Terminais,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=978
979,Motor Trifasico 12 Terminais ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=979
980,Acionamentos e Sinalizações ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=980
981,Contator de Potência ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=981
982,Fusíveis,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=982
983,Relé Térmico,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=983
984,Disjuntores,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=984
985,Partida Direta com Reversão,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=985
986,Aterramento,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=986
987,Multímetro,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=987
988,Megometro,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=988
989,TCC - Comandos Elétricos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=989
990,Geração de Energia,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=990
991,Primeira Lei de Ohm ,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=991
992,Dispositivo DR,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=992
993,DPS - Dispositivo de Proteção Contra Surtos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=993
994,Pintura Eletrostática,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=994
995,Aterramento TT,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=995
996,Aterramento TN-S,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=996
997,Aterramento TN-C-S,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=997
998,Sistema de Aterramento Tipo IT,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=998
999,EPI-EPC,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=999
1007,EPI-EPC 2,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1007
1008,Visita ao Mercado,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1008
1009,Agrupamento das Flores,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1009
1010,Primeiros Socorros,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1010
1011,Combate a Incêndio,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",SEGURANÇA DO TRABALHO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1011
1019,Higienização Facial,SAÚDE,ESTÉTICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1019
1020,Costurando uma Camiseta,HUMANAS,MODA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1020
1021,Classificação de Risco dos Cosméticos,SAÚDE,ESTÉTICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1021
1022,Formulando uma Nanoemulsão Cosmética,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1022
1024,Identificação de Insaturações em Compostos Orgânicos,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1024
1025,Curva do Aerogerador à Vazio e com Carga,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1025
1026,Licitações e Contratos Administrativos - Entrevista,HUMANAS,DIREITO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1026
1027,Sistemas de Classificação e Citologia Vegetal,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1027
1028,Argiloterapia,SAÚDE,FARMACOGNOSIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1028
1029,Políticas Educacionais - Carta Explicativa,HUMANAS,POLÍTICAS EDUCACIONAIS,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1029
1030,Elaboração da Folha de Pagamento,HUMANAS,PROCESSOS ADMINISTRATIVOS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1030
1031,Chás Medicinais: Decocção e Infusão,SAÚDE,FARMACOGNOSIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1031
1032,Preparação de Glóbulos Homeopáticos,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1032
1033,Negociação,HUMANIDADES,TÉCNICAS DE NEGOCIAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1033
1034,Florais de Bach,SAÚDE,FARMACOGNOSIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1034
1035,DNA e Fotossíntese,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1035
1036,Identificação de Grupos Funcionais II,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1036
1037,Treinamento e Desenvolvimento,HUMANAS,PROCESSOS ADMINISTRATIVOS,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1037
1038,Massagem Facial,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1038
1039,Ressonância Magnética Nuclear de 1H e 13C,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1039
1040,Aspectos Biológicos das Espécies Vegetais,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1040
1041,Circuitos Lógicos Somadores,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",ENGENHARIA DA COMPUTAÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1041
1043,Identificação de Grupos Funcionais I,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1043
1044,Tradução Jurídica,HUMANAS,TRADUÇÃO,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1044
1045,Eletroterapia - Eletrolipoforese na Adiposidade,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1045
1046,Infravermelho e CG-MS,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1046
1048,Composição Espacial no Design de Interiores,HUMANAS,DESIGN,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1048
1049,Minissistema Aquapônico e Técnicas de Amostragem,SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1049
1051,Tradução Literária,HUMANAS,TRADUÇÃO,Disponível,Sim,Não,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1051
1052,Mediação - Atendimento ao Cliente - Sessão de Abertura ,HUMANAS,DIREITO,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1052
1053,Preparo de Tintura-Mãe Homeopática,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1053
1054,Escala Centesimal,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1054
1055,Método Korsakoviano,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1055
1056,Escala Decimal para Drogas Solúveis,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1056
1057,Preparo de Álcool em Homeopatia,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1057
1058,Escala Centesimal para Drogas Insolúveis,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1058
1059,Escala Cinquenta-Milesimal,SAÚDE,FARMACOTÉCNICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1059
1061,Projeto e Dimensionamento de um Sistema de Geração Fotovoltaico,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. ELÉTRICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1061
1062,Distribuição de Tempos de Residência (DTR) em reatores de mistura,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA",PRÁTICAS ESPECÍFICAS DE ENG. QUÍMICA,Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1062
1063,Conduta de Atendimento no Pós-Operatório Imediato de Abdominoplastia Clássica,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1063
1064,Radiofrequência no Tratamento de Fibroses Resistentes Pós-Operatórias,SAÚDE,ESTÉTICA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1064
1065,Ozônioterapia,SAÚDE,FARMACOGNOSIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1065
1066,Extração do Óleo Essencial da Camomila Alemã (Matricaria Recutita),SAÚDE,CIÊNCIAS BIOLÓGICAS,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1066
1068,Reatividade Química de Aldeídos e Cetonas,CIÊNCIAS NATURAIS,QUÍMICA,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1068
1069,Da Preparação do Ambiente à Técnica de Massagem Relaxante,SAÚDE,TEORIAS E TÉCNICAS DE MASSAGEM,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1069
1070,Software de Nutrição,SAÚDE,NUTRIÇÃO,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1070
1072,Carboxiterapia no Tratamento da FEG,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1072
1073,Luz Intensa Pulsada,SAÚDE,ESTÉTICA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1073
1075,Tecido Conjuntivo,SAÚDE,HISTOLOGIA E EMBRIOLOGIA,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1075
1076,Passagem de Linha,HUMANAS,MODA,Indisponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1076
1077,Assoreamento e Poluição dos Recursos Hídricos,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1077
1078,Identificação de Rochas (Análise Petrográfica),"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1078
1079,Desgaste Abrasivo de Rochas,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1079
1080,"Determinação da Densidade Aparente, Porosidade Aparente e Absorção de Água de Rochas","ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Lançamento,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1080
1081,Determinação do Teor de Ácido Acético em Vinagre Comercial,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1081
1082,Determinação de pH,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1082
1083,Determinação de Alcalinidade,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1083
1084,Determinação de Acidez,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1084
1085,Movimentos de Massas e os Fatores Antrópicos e Naturais,"ENGENHARIAS, COMPUTAÇÃO E ARQUITETURA","PRÁTICAS ESPECÍFICAS DE ENG. CIVIL, GEOLOGIA E ARQUITETURA",Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1085
1086,Neuroanatomia,SAÚDE,ANATOMIA SISTÊMICA,Disponível,Sim,Não,Não,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1086
1088,Lançamentos Contábeis e Elaboração de Demonstrações Financeiras,HUMANAS,CONTABILIDADE,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1088
1089,Determinação da Concentração de Amônia em Tintura de Cabelo,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1089
1090,Determinação da Concentração de Cloro Ativo em Hipoclorito,CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1090
1091,"Preparo e Padronização de Solução de Tiossulfato de Sódio 0,1 Molar",CIÊNCIAS NATURAIS,QUÍMICA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1091
1092,Elementos da Dramaturgia,HUMANAS,ARTES,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1092
1093,Gestão de Museus: Plano Museológico,HUMANAS,MUSEOLOGIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1093
1094,Infarto Pulmonar,SAÚDE,ODONTOLOGIA,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1094
1095,Neoplasias,SAÚDE,ODONTOLOGIA,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1095
1096,Reparo Tecidual,SAÚDE,ODONTOLOGIA,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1096
1097,Controle de Qualidade de Matéria-prima de Paracetamol – Parte I,SAÚDE,GARANTIA E CONTROLE DE QUALIDADE,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1097
1098,Gastronomia Vegetariana,SAÚDE,GASTRONOMIA,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1098
1099,Controle de Qualidade de Matéria-prima de Paracetamol – Parte II,SAÚDE,GARANTIA E CONTROLE DE QUALIDADE,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1099
1100,Higienização das Mãos,SAÚDE,FUNDAMENTOS DE ENFERMAGEM,Lançamento,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1100
1101,Controle de Qualidade de Forma Farmacêutica Líquida,SAÚDE,GARANTIA E CONTROLE DE QUALIDADE,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1101
1102,Peeling Químico,SAÚDE,ESTÉTICA,Indisponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1102
1103,Exame Físico,SAÚDE,FUNDAMENTOS DE ENFERMAGEM,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1103
1104,Controle de Qualidade de Formas Farmacêuticas Sólidas - Parte 1,SAÚDE,GARANTIA E CONTROLE DE QUALIDADE,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1104
1105,História do Teatro,HUMANAS,ARTES,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1105
1106,Utilização de EPIs para Enfermagem,SAÚDE,FUNDAMENTOS DE ENFERMAGEM,Lançamento,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1106
1107,Controle de Qualidade de Formas Farmacêuticas Sólidas – Parte 2,SAÚDE,GARANTIA E CONTROLE DE QUALIDADE,Disponível,Sim,Sim,Sim,Sim,Não,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1107
1108,Curativo Simples,SAÚDE,FUNDAMENTOS DE ENFERMAGEM,Disponível,Sim,Sim,Sim,Sim,Sim,Não,https://www.virtuaslab.net/ua-labs/launcher.php?produto=ualabid&ualabid=1108
